sku,sku,visibility,name,website_ids,price,attribute_set_id,category_ids,brand,short_description,description,weight,qty,tier_qty,tier_price,customer_group_id,meta_title,meta_keyword,meta_description,legacy_id
iphone162,demo-10273,4,Phone Protective Case x111_161,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X162,Phone Model X1 keyword,Phone Model X1 desc,162
iphone163,demo-10274,4,Phone Protective Case x112_162,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X163,Phone Model X1 keyword,Phone Model X1 desc,163
iphone164,demo-10275,4,Phone Protective Case x113_163,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X164,Phone Model X1 keyword,Phone Model X1 desc,164
iphone165,demo-10276,4,Phone Protective Case x114_164,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X165,Phone Model X1 keyword,Phone Model X1 desc,165
iphone166,demo-10277,4,Phone Protective Case x115_165,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X166,Phone Model X1 keyword,Phone Model X1 desc,166
iphone167,demo-10278,4,Phone Protective Case x116_166,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X167,Phone Model X1 keyword,Phone Model X1 desc,167
iphone168,demo-10279,4,Phone Protective Case x117_167,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X168,Phone Model X1 keyword,Phone Model X1 desc,168
iphone169,demo-10280,4,Phone Protective Case x118_168,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X169,Phone Model X1 keyword,Phone Model X1 desc,169
iphone170,demo-10281,4,Phone Protective Case x119_169,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X170,Phone Model X1 keyword,Phone Model X1 desc,170
iphone171,demo-10282,4,Phone Protective Case x120_170,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X171,Phone Model X1 keyword,Phone Model X1 desc,171
iphone172,demo-10283,4,Phone Protective Case x121_171,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X172,Phone Model X1 keyword,Phone Model X1 desc,172
iphone173,demo-10284,4,Phone Protective Case x122_172,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X173,Phone Model X1 keyword,Phone Model X1 desc,173
iphone174,demo-10285,4,Phone Protective Case x123_173,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X174,Phone Model X1 keyword,Phone Model X1 desc,174
iphone175,demo-10286,4,Phone Protective Case x124_174,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X175,Phone Model X1 keyword,Phone Model X1 desc,175
iphone176,demo-10287,4,Phone Protective Case x125_175,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X176,Phone Model X1 keyword,Phone Model X1 desc,176
iphone177,demo-10288,4,Phone Protective Case x126_176,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X177,Phone Model X1 keyword,Phone Model X1 desc,177
iphone178,demo-10289,4,Phone Protective Case x127_177,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X178,Phone Model X1 keyword,Phone Model X1 desc,178
iphone179,demo-10290,4,Phone Protective Case x128_178,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X179,Phone Model X1 keyword,Phone Model X1 desc,179
iphone180,demo-10291,4,Phone Protective Case x129_179,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X180,Phone Model X1 keyword,Phone Model X1 desc,180
iphone181,demo-10292,4,Phone Protective Case x130_180,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X181,Phone Model X1 keyword,Phone Model X1 desc,181
iphone182,demo-10293,4,Phone Protective Case x131_181,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X182,Phone Model X1 keyword,Phone Model X1 desc,182
iphone183,demo-10294,4,Phone Protective Case x132_182,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X183,Phone Model X1 keyword,Phone Model X1 desc,183
iphone184,demo-10295,4,Phone Protective Case x133_183,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X184,Phone Model X1 keyword,Phone Model X1 desc,184
iphone185,demo-10296,4,Phone Protective Case x134_184,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X185,Phone Model X1 keyword,Phone Model X1 desc,185
iphone186,demo-10297,4,Phone Protective Case x135_185,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X186,Phone Model X1 keyword,Phone Model X1 desc,186
iphone187,demo-10298,4,Phone Protective Case x136_186,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X187,Phone Model X1 keyword,Phone Model X1 desc,187
iphone188,demo-10299,4,Phone Protective Case x137_187,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X188,Phone Model X1 keyword,Phone Model X1 desc,188
iphone189,demo-10300,4,Phone Protective Case x138_188,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X189,Phone Model X1 keyword,Phone Model X1 desc,189
iphone190,demo-10301,4,Phone Protective Case x139_189,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X190,Phone Model X1 keyword,Phone Model X1 desc,190
iphone191,demo-10302,4,Phone Protective Case x140_190,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X191,Phone Model X1 keyword,Phone Model X1 desc,191
iphone192,demo-10303,4,Phone Protective Case x141_191,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X192,Phone Model X1 keyword,Phone Model X1 desc,192
iphone193,demo-10304,4,Phone Protective Case x142_192,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X193,Phone Model X1 keyword,Phone Model X1 desc,193
iphone194,demo-10305,4,Phone Protective Case x143_193,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X194,Phone Model X1 keyword,Phone Model X1 desc,194
iphone195,demo-10306,4,Phone Protective Case x144_194,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X195,Phone Model X1 keyword,Phone Model X1 desc,195
iphone196,demo-10307,4,Phone Protective Case x145_195,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X196,Phone Model X1 keyword,Phone Model X1 desc,196
iphone197,demo-10308,4,Phone Protective Case x146_196,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X197,Phone Model X1 keyword,Phone Model X1 desc,197
iphone198,demo-10309,4,Phone Protective Case x147_197,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X198,Phone Model X1 keyword,Phone Model X1 desc,198
iphone199,demo-10310,4,Phone Protective Case x148_198,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X199,Phone Model X1 keyword,Phone Model X1 desc,199
iphone200,demo-10311,4,Phone Protective Case x149_199,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X200,Phone Model X1 keyword,Phone Model X1 desc,200
iphone201,demo-10312,4,Phone Protective Case x150_200,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X201,Phone Model X1 keyword,Phone Model X1 desc,201
iphone202,demo-10313,4,Phone Protective Case x151_201,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X202,Phone Model X1 keyword,Phone Model X1 desc,202
iphone203,demo-10314,4,Phone Protective Case x152_202,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X203,Phone Model X1 keyword,Phone Model X1 desc,203
iphone204,demo-10315,4,Phone Protective Case x153_203,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X204,Phone Model X1 keyword,Phone Model X1 desc,204
iphone205,demo-10316,4,Phone Protective Case x154_204,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X205,Phone Model X1 keyword,Phone Model X1 desc,205
iphone206,demo-10317,4,Phone Protective Case x155_205,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X206,Phone Model X1 keyword,Phone Model X1 desc,206
iphone207,demo-10318,4,Phone Protective Case x156_206,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X207,Phone Model X1 keyword,Phone Model X1 desc,207
iphone208,demo-10319,4,Phone Protective Case x157_207,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X208,Phone Model X1 keyword,Phone Model X1 desc,208
iphone209,demo-10320,4,Phone Protective Case x158_208,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X209,Phone Model X1 keyword,Phone Model X1 desc,209
iphone210,demo-10321,4,Phone Protective Case x159_209,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X210,Phone Model X1 keyword,Phone Model X1 desc,210
iphone211,demo-10322,4,Phone Protective Case x160_210,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X211,Phone Model X1 keyword,Phone Model X1 desc,211
iphone212,demo-10323,4,Phone Protective Case x161_211,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X212,Phone Model X1 keyword,Phone Model X1 desc,212
iphone213,demo-10324,4,Phone Protective Case x162_212,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X213,Phone Model X1 keyword,Phone Model X1 desc,213
iphone214,demo-10325,4,Phone Protective Case x163_213,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X214,Phone Model X1 keyword,Phone Model X1 desc,214
iphone215,demo-10326,4,Phone Protective Case x164_214,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X215,Phone Model X1 keyword,Phone Model X1 desc,215
iphone216,demo-10327,4,Phone Protective Case x165_215,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X216,Phone Model X1 keyword,Phone Model X1 desc,216
iphone217,demo-10328,4,Phone Protective Case x166_216,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X217,Phone Model X1 keyword,Phone Model X1 desc,217
iphone218,demo-10329,4,Phone Protective Case x167_217,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X218,Phone Model X1 keyword,Phone Model X1 desc,218
iphone219,demo-10330,4,Phone Protective Case x168_218,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X219,Phone Model X1 keyword,Phone Model X1 desc,219
iphone220,demo-10331,4,Phone Protective Case x169_219,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X220,Phone Model X1 keyword,Phone Model X1 desc,220
iphone221,demo-10332,4,Phone Protective Case x170_220,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X221,Phone Model X1 keyword,Phone Model X1 desc,221
iphone222,demo-10333,4,Phone Protective Case x171_221,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X222,Phone Model X1 keyword,Phone Model X1 desc,222
iphone223,demo-10334,4,Phone Protective Case x172_222,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X223,Phone Model X1 keyword,Phone Model X1 desc,223
iphone224,demo-10335,4,Phone Protective Case x173_223,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X224,Phone Model X1 keyword,Phone Model X1 desc,224
iphone225,demo-10336,4,Phone Protective Case x174_224,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X225,Phone Model X1 keyword,Phone Model X1 desc,225
iphone226,demo-10337,4,Phone Protective Case x175_225,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X226,Phone Model X1 keyword,Phone Model X1 desc,226
iphone227,demo-10338,4,Phone Protective Case x176_226,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X227,Phone Model X1 keyword,Phone Model X1 desc,227
iphone228,demo-10339,4,Phone Protective Case x177_227,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X228,Phone Model X1 keyword,Phone Model X1 desc,228
iphone229,demo-10340,4,Phone Protective Case x178_228,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X229,Phone Model X1 keyword,Phone Model X1 desc,229
iphone230,demo-10341,4,Phone Protective Case x179_229,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X230,Phone Model X1 keyword,Phone Model X1 desc,230
iphone231,demo-10342,4,Phone Protective Case x180_230,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X231,Phone Model X1 keyword,Phone Model X1 desc,231
iphone232,demo-10343,4,Phone Protective Case x181_231,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X232,Phone Model X1 keyword,Phone Model X1 desc,232
iphone233,demo-10344,4,Phone Protective Case x182_232,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X233,Phone Model X1 keyword,Phone Model X1 desc,233
iphone234,demo-10345,4,Phone Protective Case x183_233,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X234,Phone Model X1 keyword,Phone Model X1 desc,234
iphone235,demo-10346,4,Phone Protective Case x184_234,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X235,Phone Model X1 keyword,Phone Model X1 desc,235
iphone236,demo-10347,4,Phone Protective Case x185_235,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X236,Phone Model X1 keyword,Phone Model X1 desc,236
iphone237,demo-10348,4,Phone Protective Case x186_236,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X237,Phone Model X1 keyword,Phone Model X1 desc,237
iphone238,demo-10349,4,Phone Protective Case x187_237,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X238,Phone Model X1 keyword,Phone Model X1 desc,238
iphone239,demo-10350,4,Phone Protective Case x188_238,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X239,Phone Model X1 keyword,Phone Model X1 desc,239
iphone240,demo-10351,4,Phone Protective Case x189_239,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X240,Phone Model X1 keyword,Phone Model X1 desc,240
iphone241,demo-10352,4,Phone Protective Case x190_240,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X241,Phone Model X1 keyword,Phone Model X1 desc,241
iphone242,demo-10353,4,Phone Protective Case x191_241,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X242,Phone Model X1 keyword,Phone Model X1 desc,242
iphone243,demo-10354,4,Phone Protective Case x192_242,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X243,Phone Model X1 keyword,Phone Model X1 desc,243
iphone244,demo-10355,4,Phone Protective Case x193_243,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X244,Phone Model X1 keyword,Phone Model X1 desc,244
iphone245,demo-10356,4,Phone Protective Case x194_244,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X245,Phone Model X1 keyword,Phone Model X1 desc,245
iphone246,demo-10357,4,Phone Protective Case x195_245,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X246,Phone Model X1 keyword,Phone Model X1 desc,246
iphone247,demo-10358,4,Phone Protective Case x196_246,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X247,Phone Model X1 keyword,Phone Model X1 desc,247
iphone248,demo-10359,4,Phone Protective Case x197_247,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X248,Phone Model X1 keyword,Phone Model X1 desc,248
iphone249,demo-10360,4,Phone Protective Case x198_248,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X249,Phone Model X1 keyword,Phone Model X1 desc,249
iphone250,demo-10361,4,Phone Protective Case x199_249,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X250,Phone Model X1 keyword,Phone Model X1 desc,250
iphone251,demo-10362,4,Phone Protective Case x200_250,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X251,Phone Model X1 keyword,Phone Model X1 desc,251
iphone252,demo-10363,4,Phone Protective Case x201_251,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X252,Phone Model X1 keyword,Phone Model X1 desc,252
iphone253,demo-10364,4,Phone Protective Case x202_252,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X253,Phone Model X1 keyword,Phone Model X1 desc,253
iphone254,demo-10365,4,Phone Protective Case x203_253,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X254,Phone Model X1 keyword,Phone Model X1 desc,254
iphone255,demo-10366,4,Phone Protective Case x204_254,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X255,Phone Model X1 keyword,Phone Model X1 desc,255
iphone256,demo-10367,4,Phone Protective Case x205_255,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X256,Phone Model X1 keyword,Phone Model X1 desc,256
iphone257,demo-10368,4,Phone Protective Case x206_256,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X257,Phone Model X1 keyword,Phone Model X1 desc,257
iphone258,demo-10369,4,Phone Protective Case x207_257,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X258,Phone Model X1 keyword,Phone Model X1 desc,258
iphone259,demo-10370,4,Phone Protective Case x208_258,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X259,Phone Model X1 keyword,Phone Model X1 desc,259
iphone260,demo-10371,4,Phone Protective Case x209_259,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X260,Phone Model X1 keyword,Phone Model X1 desc,260
iphone261,demo-10372,4,Phone Protective Case x210_260,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X261,Phone Model X1 keyword,Phone Model X1 desc,261
iphone262,demo-10373,4,Phone Protective Case x211_261,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X262,Phone Model X1 keyword,Phone Model X1 desc,262
iphone263,demo-10374,4,Phone Protective Case x212_262,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X263,Phone Model X1 keyword,Phone Model X1 desc,263
iphone264,demo-10375,4,Phone Protective Case x213_263,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X264,Phone Model X1 keyword,Phone Model X1 desc,264
iphone265,demo-10376,4,Phone Protective Case x214_264,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X265,Phone Model X1 keyword,Phone Model X1 desc,265
iphone266,demo-10377,4,Phone Protective Case x215_265,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X266,Phone Model X1 keyword,Phone Model X1 desc,266
iphone267,demo-10378,4,Phone Protective Case x216_266,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X267,Phone Model X1 keyword,Phone Model X1 desc,267
iphone268,demo-10379,4,Phone Protective Case x217_267,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X268,Phone Model X1 keyword,Phone Model X1 desc,268
iphone269,demo-10380,4,Phone Protective Case x218_268,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X269,Phone Model X1 keyword,Phone Model X1 desc,269
iphone270,demo-10381,4,Phone Protective Case x219_269,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X270,Phone Model X1 keyword,Phone Model X1 desc,270
iphone271,demo-10382,4,Phone Protective Case x220_270,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X271,Phone Model X1 keyword,Phone Model X1 desc,271
iphone272,demo-10383,4,Phone Protective Case x221_271,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X272,Phone Model X1 keyword,Phone Model X1 desc,272
iphone273,demo-10384,4,Phone Protective Case x222_272,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X273,Phone Model X1 keyword,Phone Model X1 desc,273
iphone274,demo-10385,4,Phone Protective Case x223_273,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X274,Phone Model X1 keyword,Phone Model X1 desc,274
iphone275,demo-10386,4,Phone Protective Case x224_274,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X275,Phone Model X1 keyword,Phone Model X1 desc,275
iphone276,demo-10387,4,Phone Protective Case x225_275,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X276,Phone Model X1 keyword,Phone Model X1 desc,276
iphone277,demo-10388,4,Phone Protective Case x226_276,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X277,Phone Model X1 keyword,Phone Model X1 desc,277
iphone278,demo-10389,4,Phone Protective Case x227_277,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X278,Phone Model X1 keyword,Phone Model X1 desc,278
iphone279,demo-10390,4,Phone Protective Case x228_278,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X279,Phone Model X1 keyword,Phone Model X1 desc,279
iphone280,demo-10391,4,Phone Protective Case x229_279,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X280,Phone Model X1 keyword,Phone Model X1 desc,280
iphone281,demo-10392,4,Phone Protective Case x230_280,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X281,Phone Model X1 keyword,Phone Model X1 desc,281
iphone282,demo-10393,4,Phone Protective Case x231_281,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X282,Phone Model X1 keyword,Phone Model X1 desc,282
iphone283,demo-10394,4,Phone Protective Case x232_282,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X283,Phone Model X1 keyword,Phone Model X1 desc,283
iphone284,demo-10395,4,Phone Protective Case x233_283,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X284,Phone Model X1 keyword,Phone Model X1 desc,284
iphone285,demo-10396,4,Phone Protective Case x234_284,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X285,Phone Model X1 keyword,Phone Model X1 desc,285
iphone286,demo-10397,4,Phone Protective Case x235_285,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X286,Phone Model X1 keyword,Phone Model X1 desc,286
iphone287,demo-10398,4,Phone Protective Case x236_286,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X287,Phone Model X1 keyword,Phone Model X1 desc,287
iphone288,demo-10399,4,Phone Protective Case x237_287,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X288,Phone Model X1 keyword,Phone Model X1 desc,288
iphone289,demo-10400,4,Phone Protective Case x238_288,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X289,Phone Model X1 keyword,Phone Model X1 desc,289
iphone290,demo-10401,4,Phone Protective Case x239_289,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X290,Phone Model X1 keyword,Phone Model X1 desc,290
iphone291,demo-10402,4,Phone Protective Case x240_290,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X291,Phone Model X1 keyword,Phone Model X1 desc,291
iphone292,demo-10403,4,Phone Protective Case x241_291,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X292,Phone Model X1 keyword,Phone Model X1 desc,292
iphone293,demo-10404,4,Phone Protective Case x242_292,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X293,Phone Model X1 keyword,Phone Model X1 desc,293
iphone294,demo-10405,4,Phone Protective Case x243_293,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X294,Phone Model X1 keyword,Phone Model X1 desc,294
iphone295,demo-10406,4,Phone Protective Case x244_294,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X295,Phone Model X1 keyword,Phone Model X1 desc,295
iphone296,demo-10407,4,Phone Protective Case x245_295,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X296,Phone Model X1 keyword,Phone Model X1 desc,296
iphone297,demo-10408,4,Phone Protective Case x246_296,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X297,Phone Model X1 keyword,Phone Model X1 desc,297
iphone298,demo-10409,4,Phone Protective Case x247_297,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X298,Phone Model X1 keyword,Phone Model X1 desc,298
iphone299,demo-10410,4,Phone Protective Case x248_298,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X299,Phone Model X1 keyword,Phone Model X1 desc,299
iphone300,demo-10411,4,Phone Protective Case x249_299,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X300,Phone Model X1 keyword,Phone Model X1 desc,300
iphone301,demo-10412,4,Phone Protective Case x250_300,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X301,Phone Model X1 keyword,Phone Model X1 desc,301
iphone302,demo-10413,4,Phone Protective Case x251_301,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X302,Phone Model X1 keyword,Phone Model X1 desc,302
iphone303,demo-10414,4,Phone Protective Case x252_302,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X303,Phone Model X1 keyword,Phone Model X1 desc,303
iphone304,demo-10415,4,Phone Protective Case x253_303,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X304,Phone Model X1 keyword,Phone Model X1 desc,304
iphone305,demo-10416,4,Phone Protective Case x254_304,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X305,Phone Model X1 keyword,Phone Model X1 desc,305
iphone306,demo-10417,4,Phone Protective Case x255_305,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X306,Phone Model X1 keyword,Phone Model X1 desc,306
iphone307,demo-10418,4,Phone Protective Case x256_306,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X307,Phone Model X1 keyword,Phone Model X1 desc,307
iphone308,demo-10419,4,Phone Protective Case x257_307,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X308,Phone Model X1 keyword,Phone Model X1 desc,308
iphone309,demo-10420,4,Phone Protective Case x258_308,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X309,Phone Model X1 keyword,Phone Model X1 desc,309
iphone310,demo-10421,4,Phone Protective Case x259_309,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X310,Phone Model X1 keyword,Phone Model X1 desc,310
iphone311,demo-10422,4,Phone Protective Case x260_310,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X311,Phone Model X1 keyword,Phone Model X1 desc,311
iphone312,demo-10423,4,Phone Protective Case x261_311,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X312,Phone Model X1 keyword,Phone Model X1 desc,312
iphone313,demo-10424,4,Phone Protective Case x262_312,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X313,Phone Model X1 keyword,Phone Model X1 desc,313
iphone314,demo-10425,4,Phone Protective Case x263_313,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X314,Phone Model X1 keyword,Phone Model X1 desc,314
iphone315,demo-10426,4,Phone Protective Case x264_314,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X315,Phone Model X1 keyword,Phone Model X1 desc,315
iphone316,demo-10427,4,Phone Protective Case x265_315,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X316,Phone Model X1 keyword,Phone Model X1 desc,316
iphone317,demo-10428,4,Phone Protective Case x266_316,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X317,Phone Model X1 keyword,Phone Model X1 desc,317
iphone318,demo-10429,4,Phone Protective Case x267_317,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X318,Phone Model X1 keyword,Phone Model X1 desc,318
iphone319,demo-10430,4,Phone Protective Case x268_318,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X319,Phone Model X1 keyword,Phone Model X1 desc,319
iphone320,demo-10431,4,Phone Protective Case x269_319,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X320,Phone Model X1 keyword,Phone Model X1 desc,320
iphone321,demo-10432,4,Phone Protective Case x270_320,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X321,Phone Model X1 keyword,Phone Model X1 desc,321
iphone322,demo-10433,4,Phone Protective Case x271_321,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X322,Phone Model X1 keyword,Phone Model X1 desc,322
