sku,visibilty,name,website_ids,price,attribute_set_id,category_ids,brand,short_description,description,weight,qty,tier_qty,tier_price,customer_group_id,meta_title,meta_keyword,meta_description,legacy_id
demo-10285,4,Phone Protective Case x123,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X174,Phone Model X1 keyword,Phone Model X1 desc,1407
demo-10286,4,Phone Protective Case x124,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X175,Phone Model X1 keyword,Phone Model X1 desc,1408
demo-10287,4,Phone Protective Case x125,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X176,Phone Model X1 keyword,Phone Model X1 desc,1409
demo-10288,4,Phone Protective Case x126,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X177,Phone Model X1 keyword,Phone Model X1 desc,1410
demo-10289,4,Phone Protective Case x127,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X178,Phone Model X1 keyword,Phone Model X1 desc,1411
demo-10290,4,Phone Protective Case x128,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X179,Phone Model X1 keyword,Phone Model X1 desc,1412
demo-10291,4,Phone Protective Case x129,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X180,Phone Model X1 keyword,Phone Model X1 desc,1413
demo-10292,4,Phone Protective Case x130,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X181,Phone Model X1 keyword,Phone Model X1 desc,1414
demo-10293,4,Phone Protective Case x131,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X182,Phone Model X1 keyword,Phone Model X1 desc,1415
demo-10294,4,Phone Protective Case x132,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X183,Phone Model X1 keyword,Phone Model X1 desc,1416
demo-10295,4,Phone Protective Case x133,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X184,Phone Model X1 keyword,Phone Model X1 desc,1417
demo-10296,4,Phone Protective Case x134,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X185,Phone Model X1 keyword,Phone Model X1 desc,1418
demo-10297,4,Phone Protective Case x135,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X186,Phone Model X1 keyword,Phone Model X1 desc,1419
demo-10298,4,Phone Protective Case x136,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X187,Phone Model X1 keyword,Phone Model X1 desc,1420
demo-10299,4,Phone Protective Case x137,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X188,Phone Model X1 keyword,Phone Model X1 desc,1421
demo-10300,4,Phone Protective Case x138,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X189,Phone Model X1 keyword,Phone Model X1 desc,1422
demo-10301,4,Phone Protective Case x139,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X190,Phone Model X1 keyword,Phone Model X1 desc,1423
demo-10302,4,Phone Protective Case x140,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X191,Phone Model X1 keyword,Phone Model X1 desc,1424
demo-10303,4,Phone Protective Case x141,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X192,Phone Model X1 keyword,Phone Model X1 desc,1425
demo-10304,4,Phone Protective Case x142,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X193,Phone Model X1 keyword,Phone Model X1 desc,1426
demo-10305,4,Phone Protective Case x143,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X194,Phone Model X1 keyword,Phone Model X1 desc,1427
demo-10306,4,Phone Protective Case x144,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X195,Phone Model X1 keyword,Phone Model X1 desc,1428
demo-10307,4,Phone Protective Case x145,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X196,Phone Model X1 keyword,Phone Model X1 desc,1429
demo-10308,4,Phone Protective Case x146,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X197,Phone Model X1 keyword,Phone Model X1 desc,1430
demo-10309,4,Phone Protective Case x147,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X198,Phone Model X1 keyword,Phone Model X1 desc,1431
demo-10310,4,Phone Protective Case x148,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X199,Phone Model X1 keyword,Phone Model X1 desc,1432
demo-10311,4,Phone Protective Case x149,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X200,Phone Model X1 keyword,Phone Model X1 desc,1433
demo-10312,4,Phone Protective Case x150,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X201,Phone Model X1 keyword,Phone Model X1 desc,1434
demo-10313,4,Phone Protective Case x151,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X202,Phone Model X1 keyword,Phone Model X1 desc,1435
demo-10314,4,Phone Protective Case x152,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X203,Phone Model X1 keyword,Phone Model X1 desc,1436
demo-10315,4,Phone Protective Case x153,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X204,Phone Model X1 keyword,Phone Model X1 desc,1437
demo-10316,4,Phone Protective Case x154,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X205,Phone Model X1 keyword,Phone Model X1 desc,1438
demo-10317,4,Phone Protective Case x155,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X206,Phone Model X1 keyword,Phone Model X1 desc,1439
demo-10318,4,Phone Protective Case x156,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X207,Phone Model X1 keyword,Phone Model X1 desc,1440
demo-10319,4,Phone Protective Case x157,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X208,Phone Model X1 keyword,Phone Model X1 desc,1441
demo-10320,4,Phone Protective Case x158,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X209,Phone Model X1 keyword,Phone Model X1 desc,1442
demo-10321,4,Phone Protective Case x159,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X210,Phone Model X1 keyword,Phone Model X1 desc,1443
demo-10322,4,Phone Protective Case x160,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X211,Phone Model X1 keyword,Phone Model X1 desc,1444
demo-10323,4,Phone Protective Case x161,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X212,Phone Model X1 keyword,Phone Model X1 desc,1445
demo-10324,4,Phone Protective Case x162,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X213,Phone Model X1 keyword,Phone Model X1 desc,1446
demo-10325,4,Phone Protective Case x163,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X214,Phone Model X1 keyword,Phone Model X1 desc,1447
demo-10326,4,Phone Protective Case x164,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X215,Phone Model X1 keyword,Phone Model X1 desc,1448
demo-10327,4,Phone Protective Case x165,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X216,Phone Model X1 keyword,Phone Model X1 desc,1449
demo-10328,4,Phone Protective Case x166,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X217,Phone Model X1 keyword,Phone Model X1 desc,1450
demo-10329,4,Phone Protective Case x167,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X218,Phone Model X1 keyword,Phone Model X1 desc,1451
demo-10330,4,Phone Protective Case x168,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X219,Phone Model X1 keyword,Phone Model X1 desc,1452
demo-10331,4,Phone Protective Case x169,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X220,Phone Model X1 keyword,Phone Model X1 desc,1453
demo-10332,4,Phone Protective Case x170,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X221,Phone Model X1 keyword,Phone Model X1 desc,1454
demo-10333,4,Phone Protective Case x171,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X222,Phone Model X1 keyword,Phone Model X1 desc,1455
demo-10334,4,Phone Protective Case x172,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X223,Phone Model X1 keyword,Phone Model X1 desc,1456
demo-10335,4,Phone Protective Case x173,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X224,Phone Model X1 keyword,Phone Model X1 desc,1457
demo-10336,4,Phone Protective Case x174,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X225,Phone Model X1 keyword,Phone Model X1 desc,1458
demo-10337,4,Phone Protective Case x175,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X226,Phone Model X1 keyword,Phone Model X1 desc,1459
demo-10338,4,Phone Protective Case x176,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X227,Phone Model X1 keyword,Phone Model X1 desc,1460
demo-10339,4,Phone Protective Case x177,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X228,Phone Model X1 keyword,Phone Model X1 desc,1461
demo-10340,4,Phone Protective Case x178,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X229,Phone Model X1 keyword,Phone Model X1 desc,1462
demo-10341,4,Phone Protective Case x179,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X230,Phone Model X1 keyword,Phone Model X1 desc,1463
demo-10342,4,Phone Protective Case x180,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X231,Phone Model X1 keyword,Phone Model X1 desc,1464
demo-10343,4,Phone Protective Case x181,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X232,Phone Model X1 keyword,Phone Model X1 desc,1465
demo-10344,4,Phone Protective Case x182,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X233,Phone Model X1 keyword,Phone Model X1 desc,1466
demo-10345,4,Phone Protective Case x183,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X234,Phone Model X1 keyword,Phone Model X1 desc,1467
demo-10346,4,Phone Protective Case x184,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X235,Phone Model X1 keyword,Phone Model X1 desc,1468
demo-10347,4,Phone Protective Case x185,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X236,Phone Model X1 keyword,Phone Model X1 desc,1469
demo-10348,4,Phone Protective Case x186,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X237,Phone Model X1 keyword,Phone Model X1 desc,1470
demo-10349,4,Phone Protective Case x187,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X238,Phone Model X1 keyword,Phone Model X1 desc,1471
demo-10350,4,Phone Protective Case x188,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X239,Phone Model X1 keyword,Phone Model X1 desc,1472
demo-10351,4,Phone Protective Case x189,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X240,Phone Model X1 keyword,Phone Model X1 desc,1473
demo-10352,4,Phone Protective Case x190,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X241,Phone Model X1 keyword,Phone Model X1 desc,1474
demo-10353,4,Phone Protective Case x191,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X242,Phone Model X1 keyword,Phone Model X1 desc,1475
demo-10354,4,Phone Protective Case x192,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X243,Phone Model X1 keyword,Phone Model X1 desc,1476
demo-10355,4,Phone Protective Case x193,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X244,Phone Model X1 keyword,Phone Model X1 desc,1477
demo-10356,4,Phone Protective Case x194,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X245,Phone Model X1 keyword,Phone Model X1 desc,1478
demo-10357,4,Phone Protective Case x195,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X246,Phone Model X1 keyword,Phone Model X1 desc,1479
demo-10358,4,Phone Protective Case x196,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X247,Phone Model X1 keyword,Phone Model X1 desc,1480
demo-10359,4,Phone Protective Case x197,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X248,Phone Model X1 keyword,Phone Model X1 desc,1481
demo-10360,4,Phone Protective Case x198,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X249,Phone Model X1 keyword,Phone Model X1 desc,1482
demo-10361,4,Phone Protective Case x199,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X250,Phone Model X1 keyword,Phone Model X1 desc,1483
demo-10362,4,Phone Protective Case x200,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X251,Phone Model X1 keyword,Phone Model X1 desc,1484
demo-10363,4,Phone Protective Case x201,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X252,Phone Model X1 keyword,Phone Model X1 desc,1485
demo-10364,4,Phone Protective Case x202,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X253,Phone Model X1 keyword,Phone Model X1 desc,1486
demo-10365,4,Phone Protective Case x203,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X254,Phone Model X1 keyword,Phone Model X1 desc,1487
demo-10366,4,Phone Protective Case x204,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X255,Phone Model X1 keyword,Phone Model X1 desc,1488
demo-10367,4,Phone Protective Case x205,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X256,Phone Model X1 keyword,Phone Model X1 desc,1489
demo-10368,4,Phone Protective Case x206,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X257,Phone Model X1 keyword,Phone Model X1 desc,1490
demo-10369,4,Phone Protective Case x207,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X258,Phone Model X1 keyword,Phone Model X1 desc,1491
demo-10370,4,Phone Protective Case x208,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X259,Phone Model X1 keyword,Phone Model X1 desc,1492
demo-10371,4,Phone Protective Case x209,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X260,Phone Model X1 keyword,Phone Model X1 desc,1493
demo-10372,4,Phone Protective Case x210,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X261,Phone Model X1 keyword,Phone Model X1 desc,1494
demo-10373,4,Phone Protective Case x211,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X262,Phone Model X1 keyword,Phone Model X1 desc,1495
demo-10374,4,Phone Protective Case x212,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X263,Phone Model X1 keyword,Phone Model X1 desc,1496
demo-10375,4,Phone Protective Case x213,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X264,Phone Model X1 keyword,Phone Model X1 desc,1497
demo-10376,4,Phone Protective Case x214,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X265,Phone Model X1 keyword,Phone Model X1 desc,1498
demo-10377,4,Phone Protective Case x215,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X266,Phone Model X1 keyword,Phone Model X1 desc,1499
demo-10378,4,Phone Protective Case x216,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X267,Phone Model X1 keyword,Phone Model X1 desc,1500
demo-10379,4,Phone Protective Case x217,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X268,Phone Model X1 keyword,Phone Model X1 desc,1501
demo-10380,4,Phone Protective Case x218,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X269,Phone Model X1 keyword,Phone Model X1 desc,1502
demo-10381,4,Phone Protective Case x219,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X270,Phone Model X1 keyword,Phone Model X1 desc,1503
demo-10382,4,Phone Protective Case x220,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X271,Phone Model X1 keyword,Phone Model X1 desc,1504
demo-10383,4,Phone Protective Case x221,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X272,Phone Model X1 keyword,Phone Model X1 desc,1505
demo-10384,4,Phone Protective Case x222,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X273,Phone Model X1 keyword,Phone Model X1 desc,1506
demo-10385,4,Phone Protective Case x223,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X274,Phone Model X1 keyword,Phone Model X1 desc,1507
demo-10386,4,Phone Protective Case x224,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X275,Phone Model X1 keyword,Phone Model X1 desc,1508
demo-10387,4,Phone Protective Case x225,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X276,Phone Model X1 keyword,Phone Model X1 desc,1509
demo-10388,4,Phone Protective Case x226,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X277,Phone Model X1 keyword,Phone Model X1 desc,1510
demo-10389,4,Phone Protective Case x227,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X278,Phone Model X1 keyword,Phone Model X1 desc,1511
demo-10390,4,Phone Protective Case x228,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X279,Phone Model X1 keyword,Phone Model X1 desc,1512
demo-10391,4,Phone Protective Case x229,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X280,Phone Model X1 keyword,Phone Model X1 desc,1513
demo-10392,4,Phone Protective Case x230,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X281,Phone Model X1 keyword,Phone Model X1 desc,1514
demo-10393,4,Phone Protective Case x231,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X282,Phone Model X1 keyword,Phone Model X1 desc,1515
demo-10394,4,Phone Protective Case x232,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X283,Phone Model X1 keyword,Phone Model X1 desc,1516
demo-10395,4,Phone Protective Case x233,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X284,Phone Model X1 keyword,Phone Model X1 desc,1517
demo-10396,4,Phone Protective Case x234,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X285,Phone Model X1 keyword,Phone Model X1 desc,1518
demo-10397,4,Phone Protective Case x235,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X286,Phone Model X1 keyword,Phone Model X1 desc,1519
demo-10398,4,Phone Protective Case x236,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X287,Phone Model X1 keyword,Phone Model X1 desc,1520
demo-10399,4,Phone Protective Case x237,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X288,Phone Model X1 keyword,Phone Model X1 desc,1521
demo-10400,4,Phone Protective Case x238,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X289,Phone Model X1 keyword,Phone Model X1 desc,1522
demo-10401,4,Phone Protective Case x239,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X290,Phone Model X1 keyword,Phone Model X1 desc,1523
demo-10402,4,Phone Protective Case x240,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X291,Phone Model X1 keyword,Phone Model X1 desc,1524
demo-10403,4,Phone Protective Case x241,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X292,Phone Model X1 keyword,Phone Model X1 desc,1525
demo-10404,4,Phone Protective Case x242,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X293,Phone Model X1 keyword,Phone Model X1 desc,1526
demo-10405,4,Phone Protective Case x243,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X294,Phone Model X1 keyword,Phone Model X1 desc,1527
demo-10406,4,Phone Protective Case x244,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X295,Phone Model X1 keyword,Phone Model X1 desc,1528
demo-10407,4,Phone Protective Case x245,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X296,Phone Model X1 keyword,Phone Model X1 desc,1529
demo-10408,4,Phone Protective Case x246,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X297,Phone Model X1 keyword,Phone Model X1 desc,1530
demo-10409,4,Phone Protective Case x247,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X298,Phone Model X1 keyword,Phone Model X1 desc,1531
demo-10410,4,Phone Protective Case x248,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X299,Phone Model X1 keyword,Phone Model X1 desc,1532
demo-10411,4,Phone Protective Case x249,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X300,Phone Model X1 keyword,Phone Model X1 desc,1533
demo-10412,4,Phone Protective Case x250,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X301,Phone Model X1 keyword,Phone Model X1 desc,1534
demo-10413,4,Phone Protective Case x251,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X302,Phone Model X1 keyword,Phone Model X1 desc,1535
demo-10414,4,Phone Protective Case x252,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X303,Phone Model X1 keyword,Phone Model X1 desc,1536
demo-10415,4,Phone Protective Case x253,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X304,Phone Model X1 keyword,Phone Model X1 desc,1537
demo-10416,4,Phone Protective Case x254,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X305,Phone Model X1 keyword,Phone Model X1 desc,1538
demo-10417,4,Phone Protective Case x255,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X306,Phone Model X1 keyword,Phone Model X1 desc,1539
demo-10418,4,Phone Protective Case x256,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X307,Phone Model X1 keyword,Phone Model X1 desc,1540
demo-10419,4,Phone Protective Case x257,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X308,Phone Model X1 keyword,Phone Model X1 desc,1541
demo-10420,4,Phone Protective Case x258,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X309,Phone Model X1 keyword,Phone Model X1 desc,1542
demo-10421,4,Phone Protective Case x259,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X310,Phone Model X1 keyword,Phone Model X1 desc,1543
demo-10422,4,Phone Protective Case x260,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X311,Phone Model X1 keyword,Phone Model X1 desc,1544
demo-10423,4,Phone Protective Case x261,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X312,Phone Model X1 keyword,Phone Model X1 desc,1545
demo-10424,4,Phone Protective Case x262,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X313,Phone Model X1 keyword,Phone Model X1 desc,1546
demo-10425,4,Phone Protective Case x263,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X314,Phone Model X1 keyword,Phone Model X1 desc,1547
demo-10426,4,Phone Protective Case x264,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X315,Phone Model X1 keyword,Phone Model X1 desc,1548
demo-10427,4,Phone Protective Case x265,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X316,Phone Model X1 keyword,Phone Model X1 desc,1549
demo-10428,4,Phone Protective Case x266,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X317,Phone Model X1 keyword,Phone Model X1 desc,1550
demo-10429,4,Phone Protective Case x267,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X318,Phone Model X1 keyword,Phone Model X1 desc,1551
demo-10430,4,Phone Protective Case x268,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X319,Phone Model X1 keyword,Phone Model X1 desc,1552
demo-10431,4,Phone Protective Case x269,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X320,Phone Model X1 keyword,Phone Model X1 desc,1553
demo-10432,4,Phone Protective Case x270,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X321,Phone Model X1 keyword,Phone Model X1 desc,1554
demo-10433,4,Phone Protective Case x271,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X322,Phone Model X1 keyword,Phone Model X1 desc,1555
demo-10434,4,Phone Protective Case x272,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X323,Phone Model X1 keyword,Phone Model X1 desc,1556
demo-10435,4,Phone Protective Case x273,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X324,Phone Model X1 keyword,Phone Model X1 desc,1557
demo-10436,4,Phone Protective Case x274,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X325,Phone Model X1 keyword,Phone Model X1 desc,1558
demo-10437,4,Phone Protective Case x275,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X326,Phone Model X1 keyword,Phone Model X1 desc,1559
demo-10438,4,Phone Protective Case x276,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X327,Phone Model X1 keyword,Phone Model X1 desc,1560
demo-10439,4,Phone Protective Case x277,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X328,Phone Model X1 keyword,Phone Model X1 desc,1561
demo-10440,4,Phone Protective Case x278,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X329,Phone Model X1 keyword,Phone Model X1 desc,1562
demo-10441,4,Phone Protective Case x279,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X330,Phone Model X1 keyword,Phone Model X1 desc,1563
demo-10442,4,Phone Protective Case x280,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X331,Phone Model X1 keyword,Phone Model X1 desc,1564
demo-10443,4,Phone Protective Case x281,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X332,Phone Model X1 keyword,Phone Model X1 desc,1565
demo-10444,4,Phone Protective Case x282,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X333,Phone Model X1 keyword,Phone Model X1 desc,1566
demo-10445,4,Phone Protective Case x283,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X334,Phone Model X1 keyword,Phone Model X1 desc,1567
demo-10446,4,Phone Protective Case x284,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X335,Phone Model X1 keyword,Phone Model X1 desc,1568
demo-10447,4,Phone Protective Case x285,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X336,Phone Model X1 keyword,Phone Model X1 desc,1569
demo-10448,4,Phone Protective Case x286,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X337,Phone Model X1 keyword,Phone Model X1 desc,1570
demo-10449,4,Phone Protective Case x287,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X338,Phone Model X1 keyword,Phone Model X1 desc,1571
demo-10450,4,Phone Protective Case x288,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X339,Phone Model X1 keyword,Phone Model X1 desc,1572
demo-10451,4,Phone Protective Case x289,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X340,Phone Model X1 keyword,Phone Model X1 desc,1573
demo-10452,4,Phone Protective Case x290,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X341,Phone Model X1 keyword,Phone Model X1 desc,1574
demo-10453,4,Phone Protective Case x291,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X342,Phone Model X1 keyword,Phone Model X1 desc,1575
demo-10454,4,Phone Protective Case x292,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X343,Phone Model X1 keyword,Phone Model X1 desc,1576
demo-10455,4,Phone Protective Case x293,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X344,Phone Model X1 keyword,Phone Model X1 desc,1577
demo-10456,4,Phone Protective Case x294,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X345,Phone Model X1 keyword,Phone Model X1 desc,1578
demo-10457,4,Phone Protective Case x295,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X346,Phone Model X1 keyword,Phone Model X1 desc,1579
